1.430000000000000021e-02,3.409999999999999837e-02,2.520000000000000018e-02
1.870000000000000134e-02,3.629999999999999893e-02,2.680000000000000090e-02
2.429999999999999868e-02,3.819999999999999785e-02,2.850000000000000103e-02
3.139999999999999736e-02,4.030000000000000249e-02,3.009999999999999828e-02
4.009999999999999676e-02,4.250000000000000305e-02,3.160000000000000309e-02
5.050000000000000322e-02,4.460000000000000075e-02,3.320000000000000034e-02
7.290000000000000646e-02,5.179999999999999882e-02,3.960000000000000325e-02
1.019999999999999934e-01,5.890000000000000097e-02,4.610000000000000209e-02
1.396999999999999909e-01,6.590000000000000024e-02,5.260000000000000092e-02
1.801999999999999991e-01,7.159999999999999698e-02,5.770000000000000129e-02
2.235999999999999932e-01,7.739999999999999658e-02,6.289999999999999758e-02
2.697999999999999843e-01,8.300000000000000433e-02,6.809999999999999387e-02
2.992000000000000215e-01,8.530000000000000082e-02,7.040000000000000424e-02
3.286999999999999922e-01,8.770000000000000018e-02,7.259999999999999787e-02
3.580999999999999739e-01,8.999999999999999667e-02,7.489999999999999436e-02
4.006000000000000116e-01,9.389999999999999736e-02,7.870000000000000606e-02
4.430000000000000049e-01,9.779999999999999805e-02,8.250000000000000389e-02
4.854999999999999871e-01,1.016999999999999987e-01,8.619999999999999885e-02
5.006000000000000449e-01,1.026999999999999996e-01,8.770000000000000018e-02
5.157000000000000473e-01,1.037000000000000005e-01,8.920000000000000151e-02
5.308000000000000496e-01,1.048000000000000043e-01,9.059999999999999998e-02
5.384999999999999787e-01,1.049999999999999961e-01,9.080000000000000571e-02
5.462000000000000188e-01,1.052000000000000018e-01,9.099999999999999756e-02
5.538999999999999480e-01,1.053999999999999937e-01,9.110000000000000042e-02
5.766999999999999904e-01,1.006599999999999939e+00,9.310000000000000497e-01
5.995000000000000329e-01,1.007900000000000018e+00,9.455000000000000071e-01
6.222999999999999643e-01,1.009300000000000086e+00,9.600999999999999535e-01
6.334999999999999520e-01,1.009300000000000086e+00,9.648999999999999799e-01
6.447000000000000508e-01,1.009500000000000064e+00,9.697999999999999954e-01
6.559000000000000385e-01,1.009600000000000053e+00,9.747000000000000108e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
7.651000000000000023e-01,9.978000000000000203e-01,1.023200000000000109e+00
7.300999999999999712e-01,9.957000000000000295e-01,1.046399999999999997e+00
6.944000000000000172e-01,9.925000000000000488e-01,1.045700000000000074e+00
6.589000000000000412e-01,9.891999999999999682e-01,1.044999999999999929e+00
6.235000000000000542e-01,9.858999999999999986e-01,1.044300000000000006e+00
6.047000000000000153e-01,9.842999999999999527e-01,1.043600000000000083e+00
5.859999999999999654e-01,9.826000000000000290e-01,1.042899999999999938e+00
5.673000000000000265e-01,9.809999999999999831e-01,1.042200000000000015e+00
5.482000000000000206e-01,9.795000000000000373e-01,1.037700000000000067e+00
5.291000000000000147e-01,9.779999999999999805e-01,1.033199999999999896e+00
5.100000000000000089e-01,9.765000000000000346e-01,1.028699999999999948e+00
4.914999999999999925e-01,9.731999999999999540e-01,1.024199999999999999e+00
4.729999999999999760e-01,9.697999999999999954e-01,1.019700000000000051e+00
4.545000000000000151e-01,9.665000000000000258e-01,1.015200000000000102e+00
4.365999999999999881e-01,9.622000000000000552e-01,1.008000000000000007e+00
4.188000000000000056e-01,9.579999999999999627e-01,1.000799999999999912e+00
4.008999999999999786e-01,9.538999999999999702e-01,9.936000000000000387e-01
3.839000000000000190e-01,9.497999999999999776e-01,9.887000000000000233e-01
3.669000000000000039e-01,9.455999999999999961e-01,9.838000000000000078e-01
3.498999999999999888e-01,9.415000000000000036e-01,9.788999999999999924e-01
3.336999999999999966e-01,9.364000000000000101e-01,9.729999999999999760e-01
3.175000000000000044e-01,9.313000000000000167e-01,9.669999999999999707e-01
3.013000000000000123e-01,9.263000000000000123e-01,9.610999999999999543e-01
2.866000000000000214e-01,9.229000000000000536e-01,9.534000000000000252e-01
2.718999999999999750e-01,9.195999999999999730e-01,9.455000000000000071e-01
2.571999999999999842e-01,9.162000000000000144e-01,9.377999999999999670e-01
2.446000000000000119e-01,9.126999999999999558e-01,9.320000000000000506e-01
2.318999999999999950e-01,9.092999999999999972e-01,9.261000000000000343e-01
2.192999999999999949e-01,9.058000000000000496e-01,9.203999999999999959e-01
2.066999999999999948e-01,9.023999999999999799e-01,9.144999999999999796e-01
1.960000000000000075e-01,8.977000000000000535e-01,9.090000000000000302e-01
1.852000000000000035e-01,8.931000000000000050e-01,9.034999999999999698e-01
1.744999999999999885e-01,8.884999999999999565e-01,8.980000000000000204e-01
1.648999999999999910e-01,8.852999999999999758e-01,8.938000000000000389e-01
1.552999999999999936e-01,8.822999999999999732e-01,8.895999999999999464e-01
1.456000000000000072e-01,8.791999999999999815e-01,8.853999999999999648e-01
1.368000000000000049e-01,8.761999999999999789e-01,8.810999999999999943e-01
1.280000000000000027e-01,8.730999999999999872e-01,8.769000000000000128e-01
1.193000000000000033e-01,8.700999999999999845e-01,8.726000000000000423e-01
1.105000000000000010e-01,8.669999999999999929e-01,8.683999999999999497e-01
1.032000000000000001e-01,8.641999999999999682e-01,8.647000000000000242e-01
9.579999999999999627e-02,8.614000000000000545e-01,8.608999999999999986e-01
8.849999999999999534e-02,8.585000000000000409e-01,8.570999999999999730e-01
8.200000000000000344e-02,8.558000000000000052e-01,8.534000000000000474e-01
7.549999999999999767e-02,8.530999999999999694e-01,8.497000000000000108e-01
6.900000000000000577e-02,8.504000000000000448e-01,8.459999999999999742e-01
6.339999999999999802e-02,8.480999999999999650e-01,8.431999999999999496e-01
5.779999999999999721e-02,8.457999999999999963e-01,8.404000000000000359e-01
5.220000000000000334e-02,8.435000000000000275e-01,8.376000000000000112e-01
4.660000000000000253e-02,8.410999999999999588e-01,8.347999999999999865e-01
