1.399999999999999986e-03,0.000000000000000000e+00,6.499999999999999702e-03
2.200000000000000133e-03,1.000000000000000048e-04,1.050000000000000065e-02
4.199999999999999740e-03,1.000000000000000048e-04,2.009999999999999981e-02
7.599999999999999985e-03,2.000000000000000096e-04,3.620000000000000301e-02
1.430000000000000021e-02,4.000000000000000192e-04,6.790000000000000202e-02
2.319999999999999840e-02,5.999999999999999474e-04,1.102000000000000063e-01
4.349999999999999700e-02,1.199999999999999895e-03,2.074000000000000010e-01
7.760000000000000231e-02,2.200000000000000133e-03,3.713000000000000189e-01
1.343999999999999917e-01,4.000000000000000083e-03,6.455999999999999517e-01
2.147999999999999909e-01,7.300000000000000065e-03,1.039099999999999913e+00
2.838999999999999857e-01,1.159999999999999920e-02,1.385599999999999943e+00
3.285000000000000142e-01,1.679999999999999896e-02,1.622999999999999998e+00
3.482999999999999985e-01,2.299999999999999961e-02,1.747100000000000097e+00
3.481000000000000205e-01,2.980000000000000010e-02,1.782599999999999962e+00
3.361999999999999988e-01,3.799999999999999906e-02,1.772100000000000009e+00
3.186999999999999833e-01,4.800000000000000100e-02,1.744099999999999984e+00
2.908000000000000029e-01,5.999999999999999778e-02,1.669200000000000017e+00
2.510999999999999899e-01,7.389999999999999347e-02,1.528100000000000014e+00
1.953999999999999904e-01,9.099999999999999756e-02,1.287600000000000078e+00
1.421000000000000041e-01,1.126000000000000056e-01,1.041900000000000048e+00
9.560000000000000442e-02,1.390000000000000124e-01,8.129999999999999449e-01
5.800000000000000294e-02,1.693000000000000060e-01,6.161999999999999700e-01
3.200000000000000067e-02,2.079999999999999905e-01,4.652000000000000024e-01
1.469999999999999953e-02,2.585999999999999965e-01,3.533000000000000029e-01
4.899999999999999842e-03,3.230000000000000093e-01,2.720000000000000195e-01
2.399999999999999790e-03,4.072999999999999954e-01,2.122999999999999887e-01
9.299999999999999239e-03,5.030000000000000027e-01,1.582000000000000073e-01
2.910000000000000087e-02,6.081999999999999629e-01,1.116999999999999937e-01
6.329999999999999516e-02,7.099999999999999645e-01,7.820000000000000562e-02
1.096000000000000030e-01,7.932000000000000162e-01,5.729999999999999677e-02
1.655000000000000082e-01,8.619999999999999885e-01,4.220000000000000140e-02
2.257000000000000117e-01,9.149000000000000465e-01,2.980000000000000010e-02
2.903999999999999915e-01,9.539999999999999591e-01,2.029999999999999860e-02
3.597000000000000197e-01,9.802999999999999492e-01,1.340000000000000045e-02
4.334000000000000075e-01,9.949999999999999956e-01,8.699999999999999400e-03
5.120999999999999996e-01,1.000000000000000000e+00,5.700000000000000205e-03
5.945000000000000284e-01,9.949999999999999956e-01,3.899999999999999821e-03
6.784000000000000030e-01,9.786000000000000254e-01,2.700000000000000143e-03
7.620999999999999996e-01,9.519999999999999574e-01,2.099999999999999870e-03
8.425000000000000266e-01,9.153999999999999915e-01,1.799999999999999951e-03
9.163000000000000034e-01,8.699999999999999956e-01,1.699999999999999905e-03
9.786000000000000254e-01,8.163000000000000256e-01,1.399999999999999986e-03
1.026299999999999990e+00,7.570000000000000062e-01,1.100000000000000066e-03
1.056699999999999973e+00,6.948999999999999622e-01,1.000000000000000021e-03
1.062200000000000033e+00,6.310000000000000053e-01,8.000000000000000383e-04
