MODEL,SV15x1
732,3.177349E-02
733,3.216616E-02
734,3.198132E-02
735,3.144926E-02
736,3.015130E-02
737,2.830196E-02
738,2.610642E-02
739,2.343185E-02
740,2.076343E-02
741,1.808658E-02
742,1.561083E-02
743,1.328429E-02
744,1.128579E-02
745,9.648625E-03
746,8.205588E-03
747,7.087238E-03
748,6.146632E-03
749,5.379722E-03
750,4.792995E-03
751,4.264775E-03
752,3.830911E-03
753,3.474418E-03
754,3.157385E-03
755,2.922334E-03
756,2.703783E-03
757,2.496121E-03
758,2.361742E-03
759,2.226157E-03
760,2.088085E-03
761,1.997460E-03
762,1.919898E-03
763,1.853805E-03
764,1.807689E-03
765,1.776468E-03
766,1.792409E-03
767,1.779273E-03
768,1.739911E-03
769,1.738095E-03
770,1.739666E-03
771,1.744297E-03
772,1.735345E-03
773,1.721483E-03
774,1.701573E-03
775,1.660110E-03
776,1.609918E-03
777,1.567131E-03
778,1.521135E-03
779,1.472057E-03
780,1.412817E-03
