MODEL,SV15x1
732,3.654218E-02
733,3.700888E-02
734,3.669997E-02
735,3.599439E-02
736,3.449050E-02
737,3.235342E-02
738,2.982269E-02
739,2.685519E-02
740,2.387185E-02
741,2.084997E-02
742,1.805297E-02
743,1.544526E-02
744,1.326646E-02
745,1.143232E-02
746,9.792484E-03
747,8.570088E-03
748,7.510748E-03
749,6.610281E-03
750,5.938494E-03
751,5.344811E-03
752,4.877490E-03
753,4.496123E-03
754,4.143144E-03
755,3.802930E-03
756,3.535658E-03
757,3.320396E-03
758,3.112428E-03
759,2.944066E-03
760,2.832515E-03
761,2.718790E-03
762,2.609339E-03
763,2.516665E-03
764,2.455368E-03
765,2.409126E-03
766,2.357707E-03
767,2.332557E-03
768,2.330688E-03
769,2.303092E-03
770,2.270846E-03
771,2.232945E-03
772,2.221290E-03
773,2.204647E-03
774,2.162140E-03
775,2.109275E-03
776,2.051442E-03
777,1.993089E-03
778,1.924056E-03
779,1.845248E-03
780,1.797181E-03
