MODEL,SV15x1
732,2.658932E-02
733,2.697665E-02
734,2.679565E-02
735,2.631059E-02
736,2.519651E-02
737,2.365799E-02
738,2.184927E-02
739,1.958032E-02
740,1.732949E-02
741,1.508802E-02
742,1.298034E-02
743,1.102253E-02
744,9.424653E-03
745,8.061907E-03
746,6.839166E-03
747,5.981147E-03
748,5.215584E-03
749,4.539708E-03
750,4.037012E-03
751,3.595953E-03
752,3.255368E-03
753,2.964348E-03
754,2.695431E-03
755,2.465485E-03
756,2.288454E-03
757,2.149239E-03
758,2.036467E-03
759,1.929549E-03
760,1.830641E-03
761,1.764689E-03
762,1.704674E-03
763,1.642926E-03
764,1.600301E-03
765,1.571184E-03
766,1.579942E-03
767,1.579664E-03
768,1.571118E-03
769,1.593094E-03
770,1.602929E-03
771,1.593103E-03
772,1.587120E-03
773,1.583756E-03
774,1.585573E-03
775,1.554800E-03
776,1.507890E-03
777,1.448861E-03
778,1.400002E-03
779,1.359748E-03
780,1.311719E-03
